question,fiche,fiche_ok,score_dense_no_lemma,score_sparse_no_lemma,score_dense_lemma,score_sparse_lemma,position_dense_no_lemma,position_sparse_no_lemma,position_dense_lemma,position_sparse_lemma,consistency_dense_no_lemma,consistency_sparse_no_lemma,consistency_dense_lemma,consistency_sparse_lemma,level
3039733_0,F2878,False,,16.438368,,,,4,,,,0.6,,,theme
3039733_0,F1473,False,,15.327768,,,,5,,,,0.6,,,theme
3041171_0,F1707,True,,26.333374,,,,1,,,,0.8,,,theme
3041171_0,F1360,False,,18.829304,,,,4,,,,0.8,,,theme
3041171_0,F173,False,,17.999926,,,,5,,,,0.8,,,theme
3041945_0,F2890,True,0.31949999999994816,30.32801,,,5,5,,,1.0,1.0,,,theme
3043188_0,F15371.json,False,0.461400000000026,32.64327,,,1,1,,,0.8,0.8,,,theme
3043188_0,F3071,False,,30.207794,,,,5,,,,0.8,,,theme
3043188_0,F34717,False,,31.308493,,,,3,,,,0.8,,,theme
3043902_0,F34332,False,,29.85569,,,,4,,,,1.0,,,theme
3043902_0,F10,True,0.26120000000003074,30.622173,,,1,3,,,1.0,1.0,,,theme
3043902_0,F12086,False,0.2555999999999585,28.871235,,,2,5,,,1.0,1.0,,,theme
3045484_0,F31444,True,0.2641599999999471,19.481636,,,5,5,,,0.8,0.8,,,theme
3045484_0,F33890,False,0.3503399999999601,26.415184,,,1,2,,,0.8,0.8,,,theme
3045836_0,F10477,True,0.37609999999995125,32.712555,,,1,2,,,1.0,1.0,,,theme
3045836_0,F1050,False,,31.243753,,,,3,,,,1.0,,,theme
3045836_0,F34749.json,False,,30.28238,,,,4,,,,1.0,,,theme
3045836_0,F31218,False,,30.119787,,,,5,,,,1.0,,,theme
3046149_0,F732,True,,34.552845,,,,1,,,,0.6,,,theme
3046149_0,F748.json,False,,27.046371,,,,2,,,,0.6,,,theme
3046149_0,F17180,False,,25.804947,,,,3,,,,0.6,,,theme
3046149_0,F2951,False,,24.66939,,,,4,,,,0.6,,,theme
3046149_0,F751,False,,23.862701,,,,5,,,,0.6,,,theme
3046301_0,F34342.json,False,,27.412071,,,,1,,,,0.6,,,theme
3046301_0,F2,True,,24.920546,,,,2,,,,0.6,,,theme
3046301_0,F3170,False,,23.587257,,,,3,,,,0.6,,,theme
3046301_0,F444,False,,23.056326,,,,4,,,,0.6,,,theme
3046301_0,F3169,False,,22.33714,,,,5,,,,0.6,,,theme
3049219_0,F10508.json,False,0.40752999999995154,34.14307,,,2,1,,,0.6,0.8,,,theme
3049219_0,F10435,False,0.3890999999999849,28.410988,,,4,3,,,0.6,0.8,,,theme
3049219_0,F1728.json,False,,28.335056,,,,4,,,,0.8,,,theme
3049219_0,F815,False,,28.264479,,,,5,,,,0.8,,,theme
3049785_0,F33307,True,0.3972999999999729,14.45724,,,5,5,,,1.0,1.0,,,theme
3049988_0,F19261,True,0.3957500000000209,23.730963,,,4,5,,,0.8,1.0,,,theme
3050227_0,F34812,False,,25.48662,,,,3,,,,1.0,,,theme
3050227_0,F11534,True,,25.275278,,,,5,,,,1.0,,,theme
3051843_0,F32303.json,False,0.4153400000000147,48.822235,,,2,1,,,0.8,0.8,,,theme
3051843_0,F35005,False,0.40380000000004657,45.237045,,,3,2,,,0.8,0.8,,,theme
3051843_0,F18723.json,False,,40.103127,,,,3,,,,0.8,,,theme
3051843_0,F21089,True,0.3935000000000173,36.60626,,,4,5,,,0.8,0.8,,,theme
3051851_0,F32058,True,,46.286427,,,,3,,,,1.0,,,theme
3051851_0,F1615,False,,43.530807,,,,5,,,,1.0,,,theme
3054160_0,F34342.json,False,,31.231924,,,,1,,,,0.6,,,theme
3054160_0,F4,False,,26.3556,,,,3,,,,0.6,,,theme
3054160_0,F358,True,,26.01211,,,,4,,,,0.6,,,theme
3054160_0,F1228,False,,23.341463,,,,5,,,,0.6,,,theme
3054396_0,F32487,True,,20.900034,,,,5,,,,1.0,,,theme
3054396_0,F35283,False,,22.178337,,,,2,,,,1.0,,,theme
3054396_0,F35354,False,0.328200000000038,22.1472,,,5,3,,,1.0,1.0,,,theme
3055617_0,F1228,True,,17.637337,,,,1,,,,0.8,,,theme
3055617_0,F415,False,,17.381647,,,,3,,,,0.8,,,theme
3055617_0,F16982,False,,15.592768,,,,4,,,,0.8,,,theme
3055617_0,F1947,False,,15.462239,,,,5,,,,0.8,,,theme
3055649_0,F17625.json,False,0.3183599999999842,20.676111,,,1,1,,,0.8,0.8,,,theme
3055649_0,F33879,False,,17.372065,,,,3,,,,0.8,,,theme
3055649_0,F1057,False,,16.339321,,,,5,,,,0.8,,,theme
3056496_0,F1707,False,,33.966885,,,,1,,,,0.6,,,theme
3056496_0,F35218,False,,24.349186,,,,2,,,,0.6,,,theme
3056496_0,F173,False,,22.327572,,,,5,,,,0.6,,,theme
3056496_0,F1480,True,0.29139999999995325,22.709425,,,4,4,,,0.8,0.6,,,theme
3059102_0,F8,False,,34.173378,,,,1,,,,1.0,,,theme
3059102_0,F1,False,,32.43846,,,,2,,,,1.0,,,theme
3059102_0,F1224,False,,29.433512,,,,3,,,,1.0,,,theme
3059102_0,F10752,False,,28.26616,,,,4,,,,1.0,,,theme
3059102_0,F34211,False,,27.868341,,,,5,,,,1.0,,,theme
3059113_0,F358,True,0.43250000000000455,19.884594,,,5,1,,,1.0,0.6,,,theme
3059113_0,F1,False,,19.370478,,,,3,,,,0.6,,,theme
3059113_0,F34009,False,,18.31007,,,,4,,,,0.6,,,theme
3059113_0,F32829,False,,17.399109,,,,5,,,,0.6,,,theme
3062105_0,F804,True,0.1755000000000564,20.288485,,,5,3,,,0.6,0.8,,,theme
3062105_0,F16242,False,,14.419159,,,,5,,,,0.8,,,theme
3062741_0,F14485,False,,24.419031,,,,3,,,,0.4,,,theme
3062741_0,F935,False,,25.055977,,,,2,,,,0.4,,,theme
3062741_0,F13213,True,,18.625505,,,,4,,,,0.4,,,theme
3062741_0,F1618,False,,18.33922,,,,5,,,,0.4,,,theme
3063055_0,F11534,True,0.314200000000028,25.100723,,,3,4,,,1.0,0.8,,,theme
3063055_0,F173,False,,25.02438,,,,5,,,,0.8,,,theme
3064015_0,F14079,True,0.3754000000000133,23.502733,,,4,2,,,1.0,0.8,,,theme
3064015_0,F1359,False,,16.010687,,,,5,,,,0.8,,,theme
3064015_0,F18723.json,False,,16.216047,,,,4,,,,0.8,,,theme
3064629_0,F1707,False,,36.310547,,,,1,,,,0.8,,,theme
3064629_0,F31057,True,0.42285000000003947,28.824162,,,5,3,,,0.6,0.8,,,theme
3064629_0,F34789,False,,28.651123,,,,4,,,,0.8,,,theme
3064629_0,F173,False,,27.451164,,,,5,,,,0.8,,,theme
3065912_0,F31421,False,0.41700000000003,28.161722,,,2,5,,,1.0,0.8,,,theme
3065912_0,F10774,True,0.3873999999999569,41.64995,,,4,3,,,1.0,0.8,,,theme
3065912_0,F1656,False,,39.92215,,,,4,,,,0.8,,,theme
3066886_0,F1656,False,,36.0471,,,,1,,,,0.6,,,theme
3066886_0,F32675,False,,24.613276,,,,3,,,,0.6,,,theme
3066886_0,F18704,False,,24.251919,,,,4,,,,0.6,,,theme
3066886_0,F14930,True,0.4501000000000204,23.26856,,,4,5,,,1.0,0.6,,,theme
3069335_0,F12163,True,,39.192444,,,,4,,,,0.8,,,theme
3069335_0,F527,False,,40.298893,,,,2,,,,0.8,,,theme
3069335_0,F19846,True,0.35693000000003394,38.21845,,,5,5,,,1.0,0.8,,,theme
3069428_0,F328,False,0.26056000000005497,19.511784,,,5,2,,,0.8,0.8,,,theme
3069428_0,F20319,False,,17.951906,,,,3,,,,0.8,,,theme
3069428_0,F1925,True,0.2922399999999925,16.8147,,,2,5,,,0.8,0.8,,,theme
3071062_0,F31434,True,,33.94275,,,,4,,,,1.0,,,theme
3071062_0,F550,False,,31.156158,,,,5,,,,1.0,,,theme
3071246_0,F34715,False,,47.303055,,,,1,,,,0.6,,,theme
3071246_0,F110,False,,41.06142,,,,2,,,,0.6,,,theme
3071246_0,F426,False,,25.009678,,,,3,,,,0.6,,,theme
3071246_0,F42,True,0.32579999999995835,23.614233,,,5,5,,,1.0,0.6,,,theme
3076087_0,F328,True,0.27309999999999945,28.903769,,,4,2,,,1.0,0.8,,,theme
3076087_0,F16540.json,False,0.2820000000000391,26.99827,,,3,3,,,1.0,0.8,,,theme
3076087_0,F33353,False,,23.409653,,,,4,,,,0.8,,,theme
3076087_0,F1925,False,,22.861267,,,,5,,,,0.8,,,theme
2823170_0,F1707,False,,45.53817,,,,1,,,,0.8,,,theme
2823170_0,F1360,False,,39.02066,,,,2,,,,0.8,,,theme
2823170_0,F173,False,,36.106228,,,,5,,,,0.8,,,theme
2823170_0,F1480,False,,37.50111,,,,4,,,,0.8,,,theme
2823941_0,F17556,False,,62.446175,,,,2,,,,1.0,,,theme
2823941_0,F16225,False,,58.041363,,,,4,,,,1.0,,,theme
2823941_0,F15913,False,,56.74645,,,,5,,,,1.0,,,theme
2824059_0,F544,False,,35.268787,,,,4,,,,0.8,,,theme
2824059_0,F31603,False,,36.030422,,,,2,,,,0.8,,,theme
2824059_0,F32817,False,,34.834305,,,,5,,,,0.8,,,theme
2824277_0,F155,False,,23.942108,,,,3,,,,0.8,,,theme
2824277_0,F13551,False,0.31140000000004875,23.807884,,,1,4,,,0.6,0.8,,,theme
2824277_0,F31179,False,,23.397005,,,,5,,,,0.8,,,theme
2825026_0,F35316.json,False,,29.059938,,,,1,,,,1.0,,,theme
2825026_0,F16828,False,,23.78844,,,,5,,,,1.0,,,theme
2825408_0,F16760,False,,22.450293,,,,1,,,,0.4,,,theme
2825408_0,F173,False,,20.97137,,,,3,,,,0.4,,,theme
2825408_0,F1707,False,,19.837894,,,,4,,,,0.4,,,theme
2825408_0,F35218,False,,19.774857,,,,5,,,,0.4,,,theme
2826225_0,F33800,False,,18.88828,,,,5,,,,1.0,,,theme
2828252_0,F2718,False,,30.711779,,,,2,,,,0.6,,,theme
2828252_0,F18362,False,,30.17507,,,,3,,,,0.6,,,theme
2828252_0,F16053,False,,29.854626,,,,4,,,,0.6,,,theme
2828252_0,F17336,False,0.4697999999999638,29.52831,,,5,5,,,0.8,0.6,,,theme
2831506_0,F13512,False,,14.889669,,,,1,,,,0.19999999999999996,,,theme
2831506_0,F17450.json,False,,14.83913,,,,2,,,,0.19999999999999996,,,theme
2831506_0,F1358.json,False,,14.827524,,,,3,,,,0.19999999999999996,,,theme
2831506_0,F39,False,,13.6901245,,,,4,,,,0.19999999999999996,,,theme
2831506_0,F2717,False,,13.532174,,,,5,,,,0.19999999999999996,,,theme
2832544_0,F358,False,0.30359999999996035,24.54588,,,5,4,,,1.0,0.6,,,theme
2832544_0,F34342.json,False,,24.555643,,,,3,,,,0.6,,,theme
2832544_0,F31443,False,,23.18496,,,,5,,,,0.6,,,theme
2832874_0,F31433,False,,31.182009,,,,1,,,,0.4,,,theme
2832874_0,F31655,False,,29.818924,,,,2,,,,0.4,,,theme
2832874_0,F32431,False,,29.012835,,,,3,,,,0.4,,,theme
2832874_0,F13897,False,,28.85711,,,,4,,,,0.4,,,theme
2832874_0,F2382,False,,28.493708,,,,5,,,,0.4,,,theme
2834246_0,F31128,False,,31.745611,,,,1,,,,0.6,,,theme
2834246_0,F32776,False,,30.700605,,,,3,,,,0.6,,,theme
2834246_0,F11534,False,,29.347113,,,,4,,,,0.6,,,theme
2834246_0,F31129,False,,29.29031,,,,5,,,,0.6,,,theme
2835359_0,F173,False,,33.37796,,,,4,,,,0.8,,,theme
2835359_0,F35218,False,,33.046265,,,,5,,,,0.8,,,theme
2835531_0,F31421,False,0.37180000000000746,24.132383,,,1,1,,,0.8,1.0,,,theme
2835531_0,F10774,False,,23.39492,,,,5,,,,1.0,,,theme
2835799_0,F17649,False,,38.26276,,,,1,,,,0.6,,,theme
2835799_0,F15252,False,,32.501804,,,,2,,,,0.6,,,theme
2835799_0,F1435,False,,31.110556,,,,3,,,,0.6,,,theme
2835799_0,F15913,False,,30.865211,,,,4,,,,0.6,,,theme
2835799_0,F14128,False,,30.290243,,,,5,,,,0.6,,,theme
2838814_0,F14485,False,,37.160965,,,,5,,,,1.0,,,theme
2838820_0,F173,False,,25.65292,,,,5,,,,1.0,,,theme
2839939_0,F10203,False,0.41390000000001237,41.23249,,,5,5,,,0.8,1.0,,,theme
2841718_0,F18142,False,0.36346000000003187,21.80586,,,5,3,,,1.0,1.0,,,theme
2841718_0,F17638,False,,20.437563,,,,4,,,,1.0,,,theme
2841718_0,F20319,False,,19.550707,,,,5,,,,1.0,,,theme
2843311_0,F173,False,,29.261717,,,,4,,,,0.8,,,theme
2843311_0,F35218,False,,27.4839,,,,5,,,,0.8,,,theme
2846770_0,F2213,False,,13.922786,,,,1,,,,0.4,,,theme
2846770_0,F1664,False,,13.64025,,,,2,,,,0.4,,,theme
2846770_0,F16146,False,,12.000942,,,,3,,,,0.4,,,theme
2846770_0,F21032,False,,11.142279,,,,4,,,,0.4,,,theme
2846770_0,F10610,False,,11.024982,,,,5,,,,0.4,,,theme
2847525_0,F18785,False,,15.226384,,,,4,,,,0.8,,,theme
2847525_0,F3132,False,,15.050585,,,,5,,,,0.8,,,theme
2848931_0,F31218,False,0.4437000000000353,33.408127,,,2,1,,,1.0,0.8,,,theme
2848931_0,F18594,False,,32.982235,,,,2,,,,0.8,,,theme
2848931_0,F31853,False,,31.909521,,,,3,,,,0.8,,,theme
2848931_0,F34747.json,False,,31.350267,,,,4,,,,0.8,,,theme
2848931_0,F34748.json,False,0.4425700000000461,30.516182,,,3,5,,,1.0,0.8,,,theme
2849339_0,F21032,False,,48.541153,,,,5,,,,1.0,,,theme
2849339_0,F2710,False,,48.70537,,,,4,,,,1.0,,,theme
2850176_0,F16868,False,,60.776,,,,1,,,,0.6,,,theme
2850176_0,F1707,False,,48.96968,,,,2,,,,0.6,,,theme
2850176_0,F173,False,,38.666946,,,,3,,,,0.6,,,theme
2850176_0,F35218,False,,38.447456,,,,4,,,,0.6,,,theme
2850176_0,F1480,False,,37.51668,,,,5,,,,0.6,,,theme
2851263_0,F2686,False,,37.28833,,,,3,,,,1.0,,,theme
2851263_0,F34789,False,,39.7156,,,,2,,,,1.0,,,theme
2851263_0,F34791,False,,37.153507,,,,5,,,,1.0,,,theme
2852727_0,F173,False,,29.527124,,,,5,,,,0.8,,,theme
2852727_0,F32776,False,0.3185399999999845,29.623133,,,5,4,,,1.0,0.8,,,theme
2853410_0,F14873,False,0.5738000000000056,50.705997,,,5,2,,,1.0,0.6,,,theme
2853410_0,F1764,False,,45.810955,,,,5,,,,0.6,,,theme
2853410_0,F16189.json,False,,46.477077,,,,4,,,,0.6,,,theme
2855880_0,F18142,False,0.3464999999999918,36.323223,,,5,3,,,0.6,1.0,,,theme
2855880_0,F1707,False,,35.9394,,,,4,,,,1.0,,,theme
2855880_0,F34375,False,0.3645599999999831,32.37782,,,2,5,,,0.6,1.0,,,theme
2857592_0,F1016,False,,53.52475,,,,3,,,,0.6,,,theme
2857592_0,F13897,False,,43.030243,,,,4,,,,0.6,,,theme
2857592_0,F35232,False,,41.90042,,,,5,,,,0.6,,,theme
2858233_0,F1359,False,,24.008865,,,,5,,,,1.0,,,theme
2862763_0,F33078.json,False,0.24567000000001826,32.182026,,,1,1,,,0.8,0.19999999999999996,,,theme
2862763_0,F33452,False,,28.98744,,,,2,,,,0.19999999999999996,,,theme
2862763_0,F17638,False,0.23333999999999833,25.152664,,,5,3,,,0.8,0.19999999999999996,,,theme
2862763_0,F24023,False,,24.478905,,,,4,,,,0.19999999999999996,,,theme
2862763_0,F13896,False,,23.716595,,,,5,,,,0.19999999999999996,,,theme
2863325_0,F22312,False,,10.194416,,,,2,,,,0.6,,,theme
2863325_0,F31833.json,False,,9.662279,,,,3,,,,0.6,,,theme
2863325_0,F2653,False,,9.221361,,,,5,,,,0.6,,,theme
2863417_0,F31421,False,0.5793999999999642,36.596977,,,1,5,,,1.0,0.8,,,theme
2863417_0,F1656,False,,40.639427,,,,2,,,,0.8,,,theme
2863417_0,F10774,False,0.560799999999972,37.63898,,,5,4,,,1.0,0.8,,,theme
2864182_0,F173,False,,27.928923,,,,2,,,,0.8,,,theme
2864182_0,F11534,False,,25.260977,,,,5,,,,0.8,,,theme
2864780_0,F1656,False,,47.208138,,,,1,,,,0.4,,,theme
2864780_0,F34779,False,,31.39164,,,,2,,,,0.4,,,theme
2864780_0,F1035,False,,28.26829,,,,5,,,,0.4,,,theme
2864780_0,F18713,False,,30.548155,,,,4,,,,0.4,,,theme
2866062_0,F18509,False,,20.489937,,,,4,,,,0.8,,,theme
2866062_0,F18510,False,,20.912266,,,,3,,,,0.8,,,theme
2866062_0,F19211,False,,20.144623,,,,5,,,,0.8,,,theme
2866346_0,F1360,False,,31.80456,,,,5,,,,1.0,,,theme
2866346_0,F10613,False,,33.55634,,,,3,,,,1.0,,,theme
2866346_0,F12118,False,,32.132294,,,,4,,,,1.0,,,theme
2869602_0,F13216.json,False,,19.875832,,,,1,,,,0.4,,,theme
2869602_0,F16241,False,,19.756413,,,,2,,,,0.4,,,theme
2869602_0,F155,False,,19.222845,,,,5,,,,0.4,,,theme
2869602_0,F2409,False,,19.264568,,,,4,,,,0.4,,,theme
2869992_0,F34808,False,,26.08754,,,,3,,,,0.6,,,theme
2869992_0,F17970,False,,23.356676,,,,4,,,,0.6,,,theme
2869992_0,F1758,False,,22.695396,,,,5,,,,0.6,,,theme
2871660_0,F14485,False,,18.902033,,,,5,,,,0.8,,,theme
2871660_0,F2128.json,False,,19.192514,,,,4,,,,0.8,,,theme
2871881_0,F2329,False,,23.483433,,,,1,,,,0.4,,,theme
2871881_0,F34328,False,,20.69743,,,,2,,,,0.4,,,theme
2871881_0,F99.json,False,,20.362843,,,,3,,,,0.4,,,theme
2871881_0,F1419,False,,19.752684,,,,4,,,,0.4,,,theme
2871881_0,F2685,False,,19.623238,,,,5,,,,0.4,,,theme
2873135_0,F34392,False,,18.446459,,,,1,,,,0.8,,,theme
2873135_0,F34711,False,,16.796177,,,,5,,,,0.8,,,theme
2873135_0,F34712,False,,16.932161,,,,4,,,,0.8,,,theme
2874018_0,F15814,False,,15.993202,,,,2,,,,0.4,,,theme
2874018_0,F12903,False,,15.892148,,,,3,,,,0.4,,,theme
2874018_0,F32748.json,False,,15.504217,,,,4,,,,0.4,,,theme
2874018_0,F182,False,,15.284234,,,,5,,,,0.4,,,theme
2875064_0,F17649,False,,40.00495,,,,1,,,,1.0,,,theme
2875064_0,F34635,False,,37.99984,,,,4,,,,1.0,,,theme
2875064_0,F32823,False,,37.52664,,,,5,,,,1.0,,,theme
2877755_0,F2485,False,,24.954315,,,,1,,,,0.6,,,theme
2877755_0,F14128,False,,23.876307,,,,2,,,,0.6,,,theme
2877755_0,F15252,False,,23.765854,,,,3,,,,0.6,,,theme
2877755_0,F92,False,,21.35506,,,,4,,,,0.6,,,theme
2877755_0,F34635,False,,21.197369,,,,5,,,,0.6,,,theme
2878317_0,F1656,False,,48.35817,,,,1,,,,0.6,,,theme
2878317_0,F18704,False,0.3304000000000542,31.841263,,,4,3,,,1.0,0.6,,,theme
2878317_0,F31421,False,0.3377699999999777,30.907295,,,2,4,,,1.0,0.6,,,theme
2878317_0,F1604,False,,28.07325,,,,5,,,,0.6,,,theme
2880062_0,F34212,False,,14.326625,,,,4,,,,1.0,,,theme
2880062_0,F34207,False,,14.624043,,,,3,,,,1.0,,,theme
2880062_0,F18509,False,,14.131588,,,,5,,,,1.0,,,theme
2882652_0,F14485,False,,26.416298,,,,4,,,,0.8,,,theme
2882652_0,F21287,False,,25.118332,,,,5,,,,0.8,,,theme
2882782_0,F20744,False,0.2157600000000457,18.798025,,,5,5,,,1.0,1.0,,,theme
2882782_0,F20314,False,,18.939724,,,,4,,,,1.0,,,theme
2885880_0,F2117,False,,24.919878,,,,1,,,,0.19999999999999996,,,theme
2885880_0,F33626,False,,23.331697,,,,2,,,,0.19999999999999996,,,theme
2885880_0,F563,False,,22.795052,,,,3,,,,0.19999999999999996,,,theme
2885880_0,F16832,False,,21.216908,,,,4,,,,0.19999999999999996,,,theme
2885880_0,F16096,False,,20.012571,,,,5,,,,0.19999999999999996,,,theme
2887942_0,F14485,False,,25.152105,,,,1,,,,0.4,,,theme
2887942_0,F33626,False,,24.855034,,,,2,,,,0.4,,,theme
2887942_0,F2686,False,,23.581408,,,,4,,,,0.4,,,theme
2887942_0,F1656,False,,22.879675,,,,5,,,,0.4,,,theme
2888289_0,F601,False,,39.416405,,,,3,,,,1.0,,,theme
2888289_0,F34635,False,,37.865013,,,,5,,,,1.0,,,theme
2889519_0,F31487,False,,26.168375,,,,3,,,,0.8,,,theme
2889519_0,F2619,False,,25.513212,,,,5,,,,0.8,,,theme
2889778_0,F34070,False,,22.904173,,,,2,,,,0.8,,,theme
2889778_0,F2710,False,,17.833086,,,,4,,,,0.8,,,theme
2889778_0,F1922,False,,17.02488,,,,5,,,,0.8,,,theme
2949373_0,F13132,False,,,,,,1,,,,0.4,,,theme
2949373_0,F19450,False,,,,,,2,,,,0.4,,,theme
2949373_0,F17665,False,,,,,,3,,,,0.4,,,theme
2949373_0,F2603,False,,,,,,4,,,,0.4,,,theme
2949373_0,F1615,False,,,,,,5,,,,0.4,,,theme
2949824_0,F34649,False,,14.4500065,,,,5,,,,0.4,,,theme
2949824_0,F32823,False,,14.836766,,,,2,,,,0.4,,,theme
2949824_0,F34651,False,,14.702399,,,,3,,,,0.4,,,theme
2949824_0,F20016,False,,14.450344,,,,4,,,,0.4,,,theme
2949850_0,F15926,False,,30.189936,,,,1,,,,0.6,,,theme
2949850_0,F2344,False,,26.331411,,,,5,,,,0.6,,,theme
2949850_0,F12202,False,,26.498882,,,,4,,,,0.6,,,theme
2950477_0,F1234,False,,19.243778,,,,2,,,,1.0,,,theme
2950477_0,F10864,False,,18.462738,,,,3,,,,1.0,,,theme
2950477_0,F3152,False,,17.31482,,,,5,,,,1.0,,,theme
2952625_0,F15913,False,,18.48331,,,,2,,,,0.4,,,theme
2952625_0,F1364,False,,18.004553,,,,3,,,,0.4,,,theme
2952625_0,F31853,False,,17.454521,,,,4,,,,0.4,,,theme
2952625_0,F1648,False,,16.933386,,,,5,,,,0.4,,,theme
2952822_0,F16760,False,0.4638999999999669,49.699417,,,2,2,,,0.8,0.8,,,theme
2952822_0,F21009,False,0.4597999999999729,47.197422,,,5,5,,,0.8,0.8,,,theme
2952866_0,F12789,False,,21.38963,,,,1,,,,0.6,,,theme
2952866_0,F33425,False,,17.477596,,,,2,,,,0.6,,,theme
2952866_0,F1685,False,,14.118434,,,,4,,,,0.6,,,theme
2952866_0,F250.json,False,,13.402853,,,,5,,,,0.6,,,theme
2953020_0,F1937,False,,19.132652,,,,3,,,,0.6,,,theme
2953020_0,F1361,False,,19.634724,,,,2,,,,0.6,,,theme
2953020_0,F1359,False,,18.390968,,,,4,,,,0.6,,,theme
2953020_0,F1482,False,,18.159344,,,,5,,,,0.6,,,theme
2953135_0,F31245.json,False,,28.079857,,,,1,,,,0.19999999999999996,,,theme
2953135_0,F31207,False,,21.231579,,,,2,,,,0.19999999999999996,,,theme
2953135_0,F32743,False,0.3064600000000155,20.49876,,,5,3,,,1.0,0.19999999999999996,,,theme
2953135_0,F35008,False,,19.582779,,,,4,,,,0.19999999999999996,,,theme
2953135_0,F3059,False,,18.41769,,,,5,,,,0.19999999999999996,,,theme
2953202_0,N99.json,False,,9.544079,,,,1,,,,0.19999999999999996,,,theme
2953202_0,F22414,False,,8.993554,,,,2,,,,0.19999999999999996,,,theme
2953202_0,F2370,False,,8.959296,,,,3,,,,0.19999999999999996,,,theme
2953202_0,F787,False,,8.324284,,,,4,,,,0.19999999999999996,,,theme
2953202_0,F155,False,,7.9744344,,,,5,,,,0.19999999999999996,,,theme
2955295_0,F156,False,,30.509113,,,,1,,,,0.4,,,theme
2955295_0,F10999,False,,29.331377,,,,2,,,,0.4,,,theme
2955295_0,F10203,False,,26.881207,,,,5,,,,0.4,,,theme
2955295_0,F789,False,,26.981272,,,,4,,,,0.4,,,theme
2956706_0,F2232,False,,22.07407,,,,1,,,,0.6,,,theme
2956706_0,F19315,False,,21.603424,,,,3,,,,0.6,,,theme
2956706_0,F2653,False,,21.449556,,,,5,,,,0.6,,,theme
2957133_0,F31301,False,,16.86775,,,,1,,,,0.8,,,theme
2957133_0,F34396,False,,16.403084,,,,5,,,,0.8,,,theme
2958454_0,F14485,False,0.168329999999969,22.228037,,,5,5,,,0.4,1.0,,,theme
2960233_0,F16467,False,,29.819342,,,,1,,,,0.8,,,theme
2960233_0,F17904,False,,29.179758,,,,3,,,,0.8,,,theme
2960233_0,F32823,False,,29.027267,,,,4,,,,0.8,,,theme
2960233_0,F33959,False,,28.916237,,,,5,,,,0.8,,,theme
2961598_0,F1656,False,,30.111933,,,,1,,,,0.4,,,theme
2961598_0,F1811.json,False,,16.870054,,,,2,,,,0.4,,,theme
2961598_0,F1398,False,,15.219995,,,,4,,,,0.4,,,theme
2961598_0,F18704,False,,15.150357,,,,5,,,,0.4,,,theme
2961991_0,F1656,False,,52.888245,,,,1,,,,0.8,,,theme
2961991_0,F1051,False,,43.95482,,,,5,,,,0.8,,,theme
2962618_0,F34635,False,,62.902954,,,,5,,,,1.0,,,theme
2962621_0,F31715,False,,19.415874,,,,5,,,,0.6,,,theme
2962621_0,F1193,False,,20.129417,,,,2,,,,0.6,,,theme
2962621_0,F1028,False,,20.070948,,,,3,,,,0.6,,,theme
2963303_0,F23476,False,0.2682999999999538,37.821686,,,4,5,,,0.6,1.0,,,theme
2963303_0,F111,False,,38.222427,,,,4,,,,1.0,,,theme
2964425_0,F606,False,,44.866734,,,,1,,,,0.6,,,theme
2964425_0,F21571,False,,44.42864,,,,2,,,,0.6,,,theme
2964425_0,F14485,False,,44.34117,,,,3,,,,0.6,,,theme
2964425_0,F16271,False,,39.62699,,,,5,,,,0.6,,,theme
2966316_0,F1444,False,,18.85459,,,,2,,,,0.8,,,theme
2966316_0,F1398,False,,18.216337,,,,5,,,,0.8,,,theme
2970334_0,F35218,False,0.3490000000000464,34.880478,,,3,4,,,1.0,0.8,,,theme
2970334_0,F173,False,,34.527122,,,,5,,,,0.8,,,theme
2972186_0,F1822,False,,31.131401,,,,1,,,,0.19999999999999996,,,theme
2972186_0,F34825,False,,27.385603,,,,2,,,,0.19999999999999996,,,theme
2972186_0,F1030,False,,25.469446,,,,3,,,,0.19999999999999996,,,theme
2972186_0,F1407,False,,24.15559,,,,4,,,,0.19999999999999996,,,theme
2972186_0,F33727,False,,23.80364,,,,5,,,,0.19999999999999996,,,theme
2972771_0,F34635,False,,71.82914,,,,5,,,,1.0,,,theme
2973288_0,F34752,False,0.3714599999999564,29.667805,,,5,1,,,1.0,1.0,,,theme
2973288_0,F31413,False,,26.884466,,,,3,,,,1.0,,,theme
2973288_0,F21091,False,,26.676655,,,,5,,,,1.0,,,theme
2975188_0,F1656,False,,66.68636,,,,1,,,,0.6,,,theme
2975188_0,F18704,False,,32.970592,,,,3,,,,0.6,,,theme
2975188_0,F21247,False,,27.914555,,,,4,,,,0.6,,,theme
2975188_0,F1759,False,,27.326414,,,,5,,,,0.6,,,theme
2975784_0,F173,False,,27.817354,,,,5,,,,0.8,,,theme
2975784_0,F35218,False,,28.683495,,,,3,,,,0.8,,,theme
2977508_0,F1656,False,,56.409595,,,,1,,,,0.6,,,theme
2977508_0,F77.json,False,,22.578913,,,,2,,,,0.6,,,theme
2977508_0,F18605,False,,21.336266,,,,3,,,,0.6,,,theme
2977508_0,F1091.json,False,0.3130999999999631,19.993502,,,1,4,,,0.8,0.6,,,theme
2977508_0,F18704,False,,19.50469,,,,5,,,,0.6,,,theme
2977918_0,F1400,False,,37.050896,,,,5,,,,1.0,,,theme
